sample_id,country,R0,gen_time,p_det,false_positive_rate,earliest_detection_time,earliest_surveillance_type,local_cases_at_detection,total_latent,total_infectious,total_detectable
527,Switzerland,2.0,4.0,0.08,0.04,26.44076229888472,ICU,404.0,835.0,802.0,1709.0
528,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,273.0,880.0,764.0,1710.0
529,Switzerland,2.0,4.0,0.08,0.04,20.02841123658723,ICU,907.0,845.0,833.0,1784.0
530,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,72.0,861.0,801.0,1721.0
531,Switzerland,2.0,4.0,0.08,0.04,29.42047413022802,ICU,792.0,826.0,798.0,1787.0
532,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,117.0,842.0,787.0,1827.0
533,Switzerland,2.0,4.0,0.08,0.04,26.068939838934142,ICU,124.0,823.0,740.0,1816.0
534,Switzerland,2.0,4.0,0.08,0.04,29.500000215842068,HARISS,515.0,830.0,757.0,1739.0
535,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,625.0,842.0,793.0,1767.0
536,Switzerland,2.0,4.0,0.08,0.04,26.50000037769843,HARISS,101.0,830.0,796.0,1706.0
537,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,168.0,796.0,821.0,1743.0
538,Switzerland,2.0,4.0,0.08,0.04,36.5000003984196,HARISS,527.0,822.0,763.0,1766.0
539,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,441.0,819.0,748.0,1679.0
540,Switzerland,2.0,4.0,0.08,0.04,20.0,AWW,12.0,848.0,763.0,1750.0
541,Switzerland,2.0,4.0,0.08,0.04,25.259757688487944,ICU,1307.0,831.0,809.0,1804.0
542,Switzerland,2.0,4.0,0.08,0.04,14.0,AWW,0.0,839.0,770.0,1715.0
543,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,67.0,877.0,773.0,1727.0
544,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,423.0,906.0,738.0,1797.0
545,Switzerland,2.0,4.0,0.08,0.04,32.07277686779247,ICU,191.0,826.0,833.0,1661.0
546,Switzerland,2.0,4.0,0.08,0.04,28.331644537008536,ICU,539.0,874.0,728.0,1724.0
547,Switzerland,2.0,4.0,0.08,0.04,33.500000550432844,HARISS,580.0,827.0,811.0,1782.0
548,Switzerland,2.0,4.0,0.08,0.04,22.500000270497498,HARISS,1400.0,882.0,805.0,1792.0
549,Switzerland,2.0,4.0,0.08,0.04,33.500000100478545,HARISS,366.0,863.0,791.0,1800.0
550,Switzerland,2.0,4.0,0.08,0.04,29.500000309193602,HARISS,785.0,897.0,778.0,1675.0
551,Switzerland,2.0,4.0,0.08,0.04,40.0,AWW,1763.0,765.0,758.0,1713.0
552,Switzerland,2.0,4.0,0.08,0.04,22.0,AWW,23.0,836.0,778.0,1720.0
553,Switzerland,2.0,4.0,0.08,0.04,33.50000043010545,HARISS,950.0,856.0,822.0,1790.0
554,Switzerland,2.0,4.0,0.08,0.04,29.500000170891106,HARISS,267.0,861.0,799.0,1814.0
555,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,1375.0,903.0,752.0,1812.0
556,Switzerland,2.0,4.0,0.08,0.04,35.812361202501435,ICU,1802.0,780.0,768.0,1777.0
557,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,984.0,888.0,758.0,1709.0
558,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,327.0,881.0,833.0,1707.0
559,Switzerland,2.0,4.0,0.08,0.04,29.7643679074489,ICU,904.0,793.0,739.0,1786.0
560,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,368.0,846.0,760.0,1693.0
561,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,60.0,850.0,742.0,1759.0
562,Switzerland,2.0,4.0,0.08,0.04,20.282340745205193,ICU,36.0,796.0,853.0,1749.0
563,Switzerland,2.0,4.0,0.08,0.04,28.04127072002712,ICU,234.0,777.0,742.0,1788.0
564,Switzerland,2.0,4.0,0.08,0.04,22.4967260385992,ICU,11.0,816.0,844.0,1822.0
565,Switzerland,2.0,4.0,0.08,0.04,22.0,AWW,20.0,853.0,756.0,1707.0
566,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,188.0,820.0,849.0,1709.0
567,Switzerland,2.0,4.0,0.08,0.04,26.500000085822982,HARISS,157.0,874.0,759.0,1773.0
568,Switzerland,2.0,4.0,0.08,0.04,29.500000739715674,HARISS,266.0,872.0,743.0,1740.0
569,Switzerland,2.0,4.0,0.08,0.04,13.0,AWW,0.0,796.0,802.0,1706.0
570,Switzerland,2.0,4.0,0.08,0.04,31.702943606467294,ICU,655.0,829.0,779.0,1758.0
571,Switzerland,2.0,4.0,0.08,0.04,22.500000575067936,HARISS,106.0,838.0,811.0,1720.0
572,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,809.0,894.0,823.0,1823.0
573,Switzerland,2.0,4.0,0.08,0.04,19.500000860298435,HARISS,23.0,858.0,851.0,1746.0
574,Switzerland,2.0,4.0,0.08,0.04,31.06175693556978,ICU,261.0,860.0,772.0,1748.0
575,Switzerland,2.0,4.0,0.08,0.04,29.500000371266157,HARISS,199.0,885.0,847.0,1689.0
576,Switzerland,2.0,4.0,0.08,0.04,16.468172763200446,ICU,37.0,796.0,845.0,1843.0
577,Switzerland,2.0,4.0,0.08,0.04,26.500000185155088,HARISS,45.0,843.0,819.0,1733.0
578,Switzerland,2.0,4.0,0.08,0.04,18.0,AWW,NaN,831.0,786.0,1822.0
579,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,578.0,854.0,777.0,1713.0
580,Switzerland,2.0,4.0,0.08,0.04,33.50000055380355,HARISS,1521.0,892.0,797.0,1733.0
581,Switzerland,2.0,4.0,0.08,0.04,16.933749224005943,ICU,84.0,861.0,735.0,1791.0
582,Switzerland,2.0,4.0,0.08,0.04,32.93701364142607,ICU,1695.0,826.0,751.0,1810.0
583,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,670.0,811.0,790.0,1750.0
584,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,105.0,884.0,808.0,1787.0
585,Switzerland,2.0,4.0,0.08,0.04,27.78767473077164,ICU,63.0,844.0,762.0,1796.0
586,Switzerland,2.0,4.0,0.08,0.04,31.24990281455911,ICU,169.0,813.0,772.0,1764.0
587,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,452.0,862.0,791.0,1766.0
588,Switzerland,2.0,4.0,0.08,0.04,19.83448621874741,ICU,31.0,794.0,815.0,1777.0
589,Switzerland,2.0,4.0,0.08,0.04,33.50000060948004,HARISS,671.0,829.0,803.0,1763.0
590,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,180.0,866.0,810.0,1799.0
591,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,1735.0,831.0,818.0,1740.0
592,Switzerland,2.0,4.0,0.08,0.04,30.88064195213947,ICU,319.0,870.0,757.0,1734.0
593,Switzerland,2.0,4.0,0.08,0.04,26.50000010105426,HARISS,32.0,861.0,817.0,1787.0
594,Switzerland,2.0,4.0,0.08,0.04,22.700087242084823,ICU,1302.0,828.0,797.0,1709.0
595,Switzerland,2.0,4.0,0.08,0.04,32.73002485149326,ICU,232.0,855.0,803.0,1793.0
596,Switzerland,2.0,4.0,0.08,0.04,25.0,AWW,6.0,832.0,824.0,1804.0
597,Switzerland,2.0,4.0,0.08,0.04,33.50000097094399,HARISS,486.0,836.0,790.0,1788.0
598,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,202.0,890.0,792.0,1729.0
599,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,348.0,852.0,776.0,1832.0
600,Switzerland,2.0,4.0,0.08,0.04,24.335082291481797,ICU,37.0,872.0,811.0,1728.0
601,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,31.0,859.0,813.0,1812.0
602,Switzerland,2.0,4.0,0.08,0.04,29.500000477419974,HARISS,441.0,888.0,829.0,1812.0
603,Switzerland,2.0,4.0,0.08,0.04,33.500000235503336,HARISS,525.0,847.0,772.0,1797.0
604,Switzerland,2.0,4.0,0.08,0.04,31.90732602814618,ICU,61.0,915.0,774.0,1718.0
605,Switzerland,2.0,4.0,0.08,0.04,21.403575084527922,ICU,227.0,850.0,771.0,1780.0
606,Switzerland,2.0,4.0,0.08,0.04,22.474194692059296,ICU,172.0,836.0,842.0,1766.0
607,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,124.0,837.0,769.0,1715.0
608,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,220.0,864.0,788.0,1731.0
609,Switzerland,2.0,4.0,0.08,0.04,30.503774233223485,ICU,245.0,825.0,773.0,1714.0
610,Switzerland,2.0,4.0,0.08,0.04,22.50000066848876,HARISS,44.0,903.0,791.0,1743.0
611,Switzerland,2.0,4.0,0.08,0.04,19.500000334302676,HARISS,162.0,800.0,778.0,1782.0
612,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,211.0,878.0,763.0,1763.0
613,Switzerland,2.0,4.0,0.08,0.04,33.50000007637469,HARISS,2459.0,866.0,807.0,1815.0
614,Switzerland,2.0,4.0,0.08,0.04,28.432668900264716,ICU,126.0,841.0,775.0,1817.0
615,Switzerland,2.0,4.0,0.08,0.04,23.764160503304634,ICU,979.0,797.0,833.0,1877.0
616,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,359.0,852.0,789.0,1775.0
617,Switzerland,2.0,4.0,0.08,0.04,33.9438176032037,ICU,1319.0,820.0,793.0,1753.0
618,Switzerland,2.0,4.0,0.08,0.04,32.446656379767234,ICU,436.0,846.0,801.0,1805.0
619,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,40.0,845.0,812.0,1714.0
620,Switzerland,2.0,4.0,0.08,0.04,27.21687710078698,ICU,300.0,821.0,823.0,1801.0
621,Switzerland,2.0,4.0,0.08,0.04,36.50000079628312,HARISS,692.0,823.0,810.0,1777.0
622,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,11.0,899.0,759.0,1722.0
623,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,550.0,831.0,757.0,1774.0
624,Switzerland,2.0,4.0,0.08,0.04,6.0,AWW,NaN,830.0,825.0,1663.0
625,Switzerland,2.0,4.0,0.08,0.04,32.398363882932436,ICU,316.0,759.0,786.0,1790.0
626,Switzerland,2.0,4.0,0.08,0.04,22.533092607727745,ICU,59.0,835.0,757.0,1764.0
627,Switzerland,2.0,4.0,0.08,0.04,26.50000009400636,HARISS,74.0,835.0,786.0,1705.0
628,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,141.0,808.0,757.0,1800.0
629,Switzerland,2.0,4.0,0.08,0.04,23.457679250294202,ICU,176.0,815.0,818.0,1775.0
630,Switzerland,2.0,4.0,0.08,0.04,21.0,AWW,192.0,826.0,774.0,1680.0
631,Switzerland,2.0,4.0,0.08,0.04,26.50000064702353,HARISS,120.0,834.0,792.0,1770.0
632,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,89.0,849.0,771.0,1735.0
633,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,1518.0,849.0,809.0,1801.0
634,Switzerland,2.0,4.0,0.08,0.04,17.882089046122346,ICU,3.0,875.0,787.0,1736.0
635,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,219.0,823.0,828.0,1741.0
636,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,208.0,895.0,791.0,1737.0
637,Switzerland,2.0,4.0,0.08,0.04,14.083640288819366,ICU,44.0,852.0,759.0,1768.0
638,Switzerland,2.0,4.0,0.08,0.04,21.784326788997145,ICU,73.0,863.0,783.0,1723.0
639,Switzerland,2.0,4.0,0.08,0.04,37.0,AWW,641.0,854.0,825.0,1748.0
640,Switzerland,2.0,4.0,0.08,0.04,26.89833515853693,ICU,449.0,861.0,757.0,1673.0
641,Switzerland,2.0,4.0,0.08,0.04,40.0,AWW,2690.0,859.0,784.0,1714.0
642,Switzerland,2.0,4.0,0.08,0.04,17.064596647321448,ICU,12.0,868.0,817.0,1774.0
643,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,476.0,784.0,792.0,1832.0
644,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,136.0,822.0,740.0,1810.0
645,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,20.0,836.0,810.0,1733.0
646,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,53.0,877.0,783.0,1733.0
647,Switzerland,2.0,4.0,0.08,0.04,25.0,AWW,65.0,838.0,786.0,1761.0
648,Switzerland,2.0,4.0,0.08,0.04,39.0,AWW,1169.0,840.0,803.0,1833.0
649,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,127.0,902.0,776.0,1871.0
650,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,235.0,818.0,783.0,1778.0
651,Switzerland,2.0,4.0,0.08,0.04,26.033248150566134,ICU,224.0,806.0,764.0,1749.0
652,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,2.0,836.0,769.0,1719.0
653,Switzerland,2.0,4.0,0.08,0.04,21.253165253041388,ICU,566.0,838.0,753.0,1670.0
654,Switzerland,2.0,4.0,0.08,0.04,20.10886301234418,ICU,56.0,852.0,818.0,1736.0
655,Switzerland,2.0,4.0,0.08,0.04,29.500000617586295,HARISS,111.0,803.0,810.0,1764.0
656,Switzerland,2.0,4.0,0.08,0.04,21.113225398865413,ICU,0.0,863.0,738.0,1777.0
657,Switzerland,2.0,4.0,0.08,0.04,6.0,AWW,NaN,878.0,774.0,1728.0
658,Switzerland,2.0,4.0,0.08,0.04,26.500000915546014,HARISS,79.0,847.0,808.0,1705.0
659,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,14.0,860.0,788.0,1821.0
660,Switzerland,2.0,4.0,0.08,0.04,23.767973799311495,ICU,63.0,798.0,841.0,1755.0
661,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,133.0,786.0,795.0,1772.0
662,Switzerland,2.0,4.0,0.08,0.04,19.50000000103773,HARISS,100.0,882.0,805.0,1777.0
663,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,242.0,849.0,759.0,1703.0
664,Switzerland,2.0,4.0,0.08,0.04,33.50000083013597,HARISS,640.0,815.0,836.0,1781.0
665,Switzerland,2.0,4.0,0.08,0.04,29.50000048715739,HARISS,960.0,893.0,813.0,1735.0
666,Switzerland,2.0,4.0,0.08,0.04,26.500000154791064,HARISS,2630.0,836.0,774.0,1770.0
667,Switzerland,2.0,4.0,0.08,0.04,29.500000988663917,HARISS,123.0,832.0,776.0,1708.0
668,Switzerland,2.0,4.0,0.08,0.04,32.741796542236635,ICU,239.0,857.0,793.0,1742.0
669,Switzerland,2.0,4.0,0.08,0.04,32.64256342903539,ICU,223.0,827.0,733.0,1903.0
670,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,359.0,820.0,753.0,1779.0
671,Switzerland,2.0,4.0,0.08,0.04,32.12169490984047,ICU,675.0,827.0,818.0,1800.0
672,Switzerland,2.0,4.0,0.08,0.04,33.5834688050009,ICU,204.0,821.0,785.0,1747.0
673,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,258.0,822.0,810.0,1718.0
674,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,280.0,856.0,813.0,1792.0
675,Switzerland,2.0,4.0,0.08,0.04,24.098711397598425,ICU,53.0,869.0,746.0,1728.0
676,Switzerland,2.0,4.0,0.08,0.04,24.615047626115025,ICU,35.0,862.0,832.0,1736.0
677,Switzerland,2.0,4.0,0.08,0.04,25.0,AWW,97.0,834.0,770.0,1820.0
678,Switzerland,2.0,4.0,0.08,0.04,15.0,AWW,8.0,867.0,810.0,1815.0
679,Switzerland,2.0,4.0,0.08,0.04,22.95082124968365,ICU,103.0,842.0,809.0,1683.0
680,Switzerland,2.0,4.0,0.08,0.04,14.0,AWW,NaN,873.0,803.0,1720.0
681,Switzerland,2.0,4.0,0.08,0.04,21.0,AWW,0.0,823.0,809.0,1791.0
682,Switzerland,2.0,4.0,0.08,0.04,17.0,AWW,2.0,840.0,788.0,1784.0
683,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,79.0,845.0,755.0,1776.0
684,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,444.0,880.0,780.0,1828.0
685,Switzerland,2.0,4.0,0.08,0.04,29.965184581305056,ICU,175.0,844.0,842.0,1788.0
686,Switzerland,2.0,4.0,0.08,0.04,26.5000003591766,HARISS,136.0,806.0,758.0,1706.0
687,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,27.0,828.0,783.0,1793.0
688,Switzerland,2.0,4.0,0.08,0.04,19.500000662220586,HARISS,330.0,858.0,797.0,1810.0
689,Switzerland,2.0,4.0,0.08,0.04,31.9730772941885,ICU,150.0,825.0,793.0,1761.0
690,Switzerland,2.0,4.0,0.08,0.04,30.781284647324643,ICU,61.0,862.0,738.0,1720.0
691,Switzerland,2.0,4.0,0.08,0.04,30.247294851587277,ICU,273.0,868.0,824.0,1763.0
692,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,273.0,826.0,765.0,1770.0
693,Switzerland,2.0,4.0,0.08,0.04,18.0,AWW,NaN,819.0,784.0,1774.0
694,Switzerland,2.0,4.0,0.08,0.04,35.257632500108144,ICU,1699.0,845.0,794.0,1769.0
695,Switzerland,2.0,4.0,0.08,0.04,28.78749895501844,ICU,668.0,913.0,793.0,1723.0
696,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,281.0,867.0,767.0,1739.0
697,Switzerland,2.0,4.0,0.08,0.04,29.500000235126176,HARISS,571.0,828.0,768.0,1718.0
698,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,587.0,868.0,795.0,1806.0
699,Switzerland,2.0,4.0,0.08,0.04,29.500000532025496,HARISS,147.0,854.0,762.0,1800.0
700,Switzerland,2.0,4.0,0.08,0.04,23.896551510584302,ICU,15.0,866.0,812.0,1788.0
701,Switzerland,2.0,4.0,0.08,0.04,15.500000075937201,HARISS,51.0,852.0,796.0,1776.0
702,Switzerland,2.0,4.0,0.08,0.04,19.01502697647675,ICU,102.0,800.0,764.0,1783.0
703,Switzerland,2.0,4.0,0.08,0.04,27.764872850025956,ICU,215.0,842.0,722.0,1818.0
704,Switzerland,2.0,4.0,0.08,0.04,16.0,AWW,25.0,874.0,772.0,1820.0
705,Switzerland,2.0,4.0,0.08,0.04,29.50000065637504,HARISS,516.0,792.0,781.0,1799.0
706,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,137.0,823.0,827.0,1758.0
707,Switzerland,2.0,4.0,0.08,0.04,36.500000211589175,HARISS,955.0,880.0,815.0,1741.0
708,Switzerland,2.0,4.0,0.08,0.04,26.391672429956884,ICU,42.0,837.0,810.0,1743.0
709,Switzerland,2.0,4.0,0.08,0.04,26.500000609447948,HARISS,265.0,903.0,772.0,1727.0
710,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,307.0,833.0,785.0,1755.0
711,Switzerland,2.0,4.0,0.08,0.04,28.813113679226124,ICU,218.0,877.0,769.0,1804.0
712,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,504.0,799.0,796.0,1778.0
713,Switzerland,2.0,4.0,0.08,0.04,9.0,AWW,0.0,822.0,768.0,1746.0
714,Switzerland,2.0,4.0,0.08,0.04,38.0,AWW,634.0,863.0,785.0,1741.0
715,Switzerland,2.0,4.0,0.08,0.04,28.0,AWW,136.0,842.0,783.0,1747.0
716,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,112.0,892.0,760.0,1709.0
717,Switzerland,2.0,4.0,0.08,0.04,26.500000390597428,HARISS,89.0,778.0,794.0,1740.0
718,Switzerland,2.0,4.0,0.08,0.04,26.0,AWW,22.0,856.0,825.0,1690.0
719,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,775.0,881.0,744.0,1782.0
720,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,293.0,825.0,773.0,1725.0
721,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,846.0,864.0,772.0,1804.0
722,Switzerland,2.0,4.0,0.08,0.04,28.59124228049459,ICU,498.0,876.0,814.0,1746.0
723,Switzerland,2.0,4.0,0.08,0.04,22.500000050907456,HARISS,33.0,811.0,764.0,1704.0
724,Switzerland,2.0,4.0,0.08,0.04,16.607512972707358,ICU,64.0,802.0,793.0,1845.0
725,Switzerland,2.0,4.0,0.08,0.04,37.0,AWW,899.0,803.0,759.0,1790.0
726,Switzerland,2.0,4.0,0.08,0.04,27.480690947996326,ICU,415.0,843.0,742.0,1734.0
727,Switzerland,2.0,4.0,0.08,0.04,35.0,AWW,309.0,866.0,800.0,1768.0
728,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,129.0,860.0,818.0,1784.0
729,Switzerland,2.0,4.0,0.08,0.04,28.68104720082275,ICU,731.0,879.0,834.0,1756.0
730,Switzerland,2.0,4.0,0.08,0.04,26.500000257767393,HARISS,456.0,822.0,822.0,1798.0
731,Switzerland,2.0,4.0,0.08,0.04,21.0,AWW,66.0,825.0,786.0,1823.0
732,Switzerland,2.0,4.0,0.08,0.04,21.85060324786088,ICU,144.0,857.0,771.0,1680.0
733,Switzerland,2.0,4.0,0.08,0.04,30.303321599568267,ICU,214.0,888.0,813.0,1736.0
734,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,43.0,850.0,781.0,1731.0
735,Switzerland,2.0,4.0,0.08,0.04,18.334641893985804,ICU,51.0,893.0,762.0,1733.0
736,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,88.0,854.0,750.0,1809.0
737,Switzerland,2.0,4.0,0.08,0.04,26.500000546231053,HARISS,230.0,840.0,777.0,1744.0
738,Switzerland,2.0,4.0,0.08,0.04,15.472710684063768,ICU,207.0,897.0,828.0,1760.0
739,Switzerland,2.0,4.0,0.08,0.04,29.0,AWW,138.0,869.0,822.0,1792.0
740,Switzerland,2.0,4.0,0.08,0.04,19.214436313232866,ICU,363.0,851.0,790.0,1735.0
741,Switzerland,2.0,4.0,0.08,0.04,14.158499379622828,ICU,183.0,827.0,786.0,1816.0
742,Switzerland,2.0,4.0,0.08,0.04,37.0,AWW,1314.0,870.0,753.0,1726.0
743,Switzerland,2.0,4.0,0.08,0.04,19.500000765931357,HARISS,22.0,834.0,777.0,1795.0
744,Switzerland,2.0,4.0,0.08,0.04,19.500000152857247,HARISS,363.0,842.0,788.0,1752.0
745,Switzerland,2.0,4.0,0.08,0.04,40.0,AWW,1022.0,850.0,766.0,1718.0
746,Switzerland,2.0,4.0,0.08,0.04,36.50000049371397,HARISS,471.0,828.0,771.0,1719.0
747,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,412.0,852.0,750.0,1675.0
748,Switzerland,2.0,4.0,0.08,0.04,33.500000087317545,HARISS,1038.0,830.0,775.0,1696.0
749,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,101.0,861.0,800.0,1741.0
750,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,175.0,868.0,772.0,1780.0
751,Switzerland,2.0,4.0,0.08,0.04,26.990757798413654,ICU,335.0,821.0,790.0,1748.0
752,Switzerland,2.0,4.0,0.08,0.04,19.0,AWW,30.0,843.0,750.0,1818.0
753,Switzerland,2.0,4.0,0.08,0.04,34.18313041721905,ICU,625.0,816.0,769.0,1771.0
754,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,572.0,839.0,862.0,1754.0
755,Switzerland,2.0,4.0,0.08,0.04,28.406220138255406,ICU,340.0,905.0,793.0,1745.0
756,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,83.0,826.0,757.0,1785.0
757,Switzerland,2.0,4.0,0.08,0.04,33.0,AWW,177.0,788.0,793.0,1770.0
758,Switzerland,2.0,4.0,0.08,0.04,13.0,AWW,13.0,827.0,752.0,1726.0
759,Switzerland,2.0,4.0,0.08,0.04,22.500000268088158,HARISS,364.0,840.0,761.0,1785.0
760,Switzerland,2.0,4.0,0.08,0.04,22.29354165200842,ICU,251.0,791.0,809.0,1673.0
761,Switzerland,2.0,4.0,0.08,0.04,23.00940080576991,ICU,1571.0,837.0,825.0,1778.0
762,Switzerland,2.0,4.0,0.08,0.04,30.58503750484454,ICU,796.0,844.0,808.0,1697.0
763,Switzerland,2.0,4.0,0.08,0.04,23.0,AWW,371.0,832.0,797.0,1853.0
764,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,600.0,864.0,771.0,1769.0
765,Switzerland,2.0,4.0,0.08,0.04,34.0,AWW,241.0,924.0,795.0,1804.0
766,Switzerland,2.0,4.0,0.08,0.04,18.0,AWW,12.0,838.0,775.0,1703.0
767,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,381.0,856.0,764.0,1782.0
768,Switzerland,2.0,4.0,0.08,0.04,25.0,AWW,21.0,841.0,807.0,1730.0
769,Switzerland,2.0,4.0,0.08,0.04,28.159613017955458,ICU,1153.0,878.0,781.0,1713.0
770,Switzerland,2.0,4.0,0.08,0.04,29.721533559574926,ICU,202.0,871.0,801.0,1777.0
771,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,179.0,823.0,809.0,1815.0
772,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,153.0,810.0,782.0,1729.0
773,Switzerland,2.0,4.0,0.08,0.04,18.96585183840353,ICU,360.0,813.0,799.0,1691.0
774,Switzerland,2.0,4.0,0.08,0.04,30.0,AWW,344.0,835.0,767.0,1781.0
775,Switzerland,2.0,4.0,0.08,0.04,28.53735552523838,ICU,636.0,873.0,821.0,1779.0
776,Switzerland,2.0,4.0,0.08,0.04,26.515765399852224,ICU,1434.0,816.0,806.0,1749.0
777,Switzerland,2.0,4.0,0.08,0.04,40.50000086040525,HARISS,1821.0,830.0,787.0,1751.0
778,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,585.0,862.0,789.0,1750.0
779,Switzerland,2.0,4.0,0.08,0.04,34.66085358189062,ICU,229.0,842.0,768.0,1750.0
780,Switzerland,2.0,4.0,0.08,0.04,32.0,AWW,311.0,840.0,810.0,1799.0
781,Switzerland,2.0,4.0,0.08,0.04,25.697189860547105,ICU,239.0,866.0,795.0,1782.0
782,Switzerland,2.0,4.0,0.08,0.04,33.50000066429606,HARISS,411.0,892.0,853.0,1706.0
783,Switzerland,2.0,4.0,0.08,0.04,26.500000329798066,HARISS,49.0,806.0,813.0,1764.0
784,Switzerland,2.0,4.0,0.08,0.04,31.0,AWW,268.0,831.0,818.0,1738.0
785,Switzerland,2.0,4.0,0.08,0.04,22.500000710749045,HARISS,683.0,845.0,798.0,1765.0
786,Switzerland,2.0,4.0,0.08,0.04,37.0,AWW,1487.0,803.0,816.0,1727.0
787,Switzerland,2.0,4.0,0.08,0.04,33.50000052970564,HARISS,505.0,906.0,794.0,1710.0
788,Switzerland,2.0,4.0,0.08,0.04,26.500000167440746,HARISS,1129.0,829.0,788.0,1726.0
789,Switzerland,2.0,4.0,0.08,0.04,29.387655219099493,ICU,170.0,814.0,762.0,1776.0
790,Switzerland,2.0,4.0,0.08,0.04,33.283890616232966,ICU,230.0,880.0,787.0,1738.0
791,Switzerland,2.0,4.0,0.08,0.04,24.11657328759344,ICU,910.0,885.0,812.0,1761.0
792,Switzerland,2.0,4.0,0.08,0.04,36.0,AWW,632.0,786.0,759.0,1664.0
793,Switzerland,2.0,4.0,0.08,0.04,36.50000026000282,HARISS,359.0,851.0,739.0,1669.0
794,Switzerland,2.0,4.0,0.08,0.04,33.5000004472335,HARISS,1537.0,852.0,755.0,1781.0
795,Switzerland,2.0,4.0,0.08,0.04,27.0,AWW,1048.0,829.0,802.0,1757.0
796,Switzerland,2.0,4.0,0.08,0.04,32.58256901659055,ICU,455.0,849.0,826.0,1714.0
